country,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN
1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459503.6,968420.0,,459503.6,,9.8,7.539968809,7.539968809,40.8,,,4702501.6,1080208.6,,,,,,,,,,,,,,,,,,,,237036.7,499563.3,,,,9.3,7.827438453,7.827438453,38.5,,,2548808.2,585485.1,,,,,,,,,35268.7,74329.9,,,,8.0,2.305027103,2.305027103,39.1,,,439720.5,101007.9,,,,,,,,,,130835.2,275739.8,,,,8.5,13.75570717,13.75570717,40.6,,,1536055.1,352846.2,,,,,,,,,,,,,,,,,,,,,,,,,110829.8,233577.7,,,,13.4,9.941188405,9.941188405,33.9,,,827770.1,190146.5,,,,,,,,,103429.0,217980.3,,,,11.4,20.295217075,20.295217075,37.8,,,904971.6,207880.4,,,,,,,,,474.4879,,,48962.2,,,,,
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546415.9,1070000.5,,546415.9,,10.7,8.220146069,8.220146069,44.2,,,5089054.1,1169003.4,,,,,,,,,,,,,,,,,,,,290817.1,569482.7,,,,10.1,12.58436784,12.58436784,43.3,,,2869559.6,659164.7,,,,,,,,,40465.8,79240.8,,,,9.1,1.340227182,1.340227182,39.7,,,445613.7,102361.6,,,,,,,,,,160430.0,314156.7,,,,9.2,13.994867582,13.994867582,46.3,,,1751024.0,402226.6,,,,,,,,,,,,,,,,,,,,,,,,,130802.0,256138.6,,,,14.7,7.721276137,7.721276137,36.6,,,891684.5,204828.3,,,,,,,,,134050.8,262500.4,,,,12.2,20.939007965,20.939007965,45.7,,,1094463.7,251408.6,,,,,,,,,510.66879,,,57951.8,,,,,
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640252.1,1174778.2,,640252.1,,11.7,7.817992464,7.817992464,47.6,,,5486916.0,1260396.0,,,,,,,,,,,,,,,,,,,,345076.3,633169.5,,,,11.0,9.720916611,9.720916611,47.5,,,3148507.1,723241.6,,,,,,,,,45827.6,84087.7,,,,10.0,2.692978419,2.692978419,40.7,,,457614.0,105118.2,,,,,,,,,,195733.6,359145.3,,,,9.8,14.514389641,14.514389641,53.0,,,2005174.4,460607.3,,,,,,,,,,,,,,,,,,,,,,,,,150424.4,276008.9,,,,15.7,7.559916127,7.559916127,39.3,,,959095.1,220313.1,,,,,,,,,150218.2,275630.6,,,,12.8,6.864758591,6.864758591,48.8,,,1169596.0,268667.1,,,,,,,,,544.99827,,,53408.4,,,,,
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754614.0,1251984.8,,754614.0,,13.1,4.699904156,4.699904156,49.8,,,5744795.8,1319633.4,,,,,,,,,,,,,,,,,,,,402305.6,667467.7,,,,11.9,7.820479799,7.820479799,51.3,,,3394735.5,779802.5,,,,,,,,,48844.4,81038.0,,,,10.7,0.061234668,0.061234668,40.7,,,457894.2,105182.6,,,,,,,,,,220606.0,366008.8,,,,10.1,8.568003071,8.568003071,57.6,,,2176977.8,500072.2,,,,,,,,,,,,,,,,,,,,,,,,,191262.1,317324.1,,,,18.5,7.799974019,7.799974019,42.4,,,1033904.3,237497.5,,,,,,,,,188396.6,312570.0,,,,14.0,14.715975671,14.715975671,56.0,,,1341713.4,308204.1,,,,,,,,,602.73417,,,79992.6,,,,,
1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149004.7,1099882.4,,1149004.7,,23.0,-13.126748574,-13.126748574,43.3,,,4990690.9,1146408.4,,,,,,,,,,,,,,,,,,,,673147.7,644369.3,,,,21.1,-6.168317178,-6.168317178,48.1,,,3185337.5,731701.8,,,,,,,,,61880.9,59235.4,,,,16.0,-15.371536365,-15.371536365,34.5,,,387508.8,89014.4,,,,,,,,,,301750.3,288849.9,,,,20.7,-33.008148119,-33.008148119,38.6,,,1458397.7,335007.6,,,,,,,,,,,,,,,,,,,,,,,,,553695.4,530023.8,,,,48.2,11.183175014,11.183175014,47.1,,,1149527.6,264057.3,,,,,,,,,440650.3,421811.6,,,,34.7,-5.290133273,-5.290133273,53.1,,,1270735.0,291899.7,,,,,,,,,1044.66135,,,-819.4,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322094.9,1124589.8,,1322094.9,,26.3,0.791152861,0.791152861,43.6,,,5030174.8,1155478.3,,,,,,,,,,,,,,,,,,,,844971.5,718742.8,,,,25.4,4.633249328,4.633249328,50.3,,,3332922.1,765603.4,,,,,,,,,82595.2,70256.5,,,,21.2,0.694799071,0.694799071,34.7,,,390201.3,89632.9,,,,,,,,,,274968.7,233891.7,,,,23.0,-18.195453861,-18.195453861,31.5,,,1193035.7,274051.5,,,,,,,,,,,,,,,,,,,,,,,,,427167.5,363353.8,,,,54.5,-31.804981471,-31.804981471,32.1,,,783920.6,180073.9,,,,,,,,,321804.4,273730.7,,,,42.7,-40.675238122,-40.675238122,31.5,,,753860.5,173168.8,,,,,,,,,1175.62418,,,14196.4,,,,,
2000,,142291.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520682.6,1097928.5,,1520682.6,37.0,28.8,4.920041386,4.920041386,45.8,,4112902.7,5277661.5,1212328.3,,,,,,,,,,,,,,,,,,,,884078.1,638301.8,,884078.1,34.7,26.1,1.583047316,1.583047316,51.1,,2546431.3,3385683.8,777723.3,,,,,,,,,103233.3,74534.2,,103233.3,36.0,24.8,6.491006615,6.491006615,37.0,,286719.1,415529.2,95451.0,,,,,,,,,,342520.2,247298.6,,342520.2,31.9,24.6,16.737252997,16.737252997,36.8,,1072100.1,1392717.0,319920.1,,,,,,,,,,,,,,,,,,,,,,,,,593887.4,428785.0,,593887.4,72.9,59.9,26.484918945,26.484918945,40.7,,814890.4,991541.3,227766.3,,,,,,,,,451595.5,326050.6,,451595.5,61.2,47.6,25.933970239,25.933970239,39.6,,738497.2,949366.5,218078.4,,,,,,,,,1385.04706,,,48559.1,,,,,41556.6
2001,,129868.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801401.2,1162890.8,,1801401.2,42.3,32.9,3.643466447,3.643466447,47.5,,4262754.9,5469951.4,1256499.0,,,,,,,,,,,,,,,,,,,,1072756.8,692515.9,,1072756.8,40.7,30.6,3.494136251,3.494136251,52.9,,2635407.1,3503984.2,804898.0,,,,,,,,,128975.1,83259.6,,128975.1,41.8,28.9,7.563695408,7.563695408,39.8,,308405.6,446958.6,102670.6,,,,,,,,,,402107.2,259579.5,,402107.2,35.2,27.1,6.492468497,6.492468497,39.2,,1141705.8,1483138.8,340690.9,,,,,,,,,,,,,,,,,,,,,,,,,670123.6,432596.9,,670123.6,81.7,67.2,0.644980257,0.644980257,40.9,,820146.3,997936.5,229235.4,,,,,,,,,540255.4,348760.7,,540255.4,70.2,54.6,4.179861045,4.179861045,41.3,,769365.4,989048.7,227193.7,,,,,,,,,1549.07171,,,67693.9,,,,,26981.9
2002,,108092.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993445.3,1234436.6,,1993445.3,44.8,34.9,4.499475391,4.499475391,49.6,,4454556.5,5716070.5,1313034.9,,,,,,,,,,,,,,,,,,,,1271189.3,787181.1,,1271189.3,46.5,34.9,3.835820357,3.835820357,54.9,,2736496.6,3638390.8,835772.4,,,,,,,,,150357.2,93108.4,,150357.2,43.1,29.8,12.993466194,12.993466194,44.9,,348478.2,505034.0,116011.0,,,,,,,,,,439467.6,272139.3,,439467.6,36.8,28.3,4.694432503,4.694432503,41.1,,1195302.4,1552763.7,356684.4,,,,,,,,,,,,,,,,,,,,,,,,,621026.1,384569.0,,621026.1,76.7,63.0,-1.21693046,-1.21693046,40.4,,810165.7,985792.3,226445.7,,,,,,,,,512933.8,317633.1,,512933.8,69.6,54.2,-4.24945353,-4.24945353,39.5,,736671.6,947019.5,217539.2,,,,,,,,,1614.86248,,,24339.0,,,,,-18890.9
2003,,142947.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203357.5,1317467.8,,2203357.5,47.2,36.8,4.780369122,4.780369122,52.0,,4667500.8,5989319.7,1375802.8,,,,,,,,,,,,,,,,,,,,1415763.9,846536.8,,1415763.9,49.8,37.5,3.892893356,3.892893356,57.1,,2843025.5,3780029.4,868308.1,,,,,,,,,186158.8,111311.1,,186158.8,48.5,33.5,10.03366155,10.03366155,49.5,,383443.4,555707.4,127651.2,,,,,,,,,,487666.5,291593.6,,487666.5,40.6,31.2,0.600322643,0.600322643,41.3,,1202478.1,1562085.3,358825.6,,,,,,,,,,,,,,,,,,,,,,,,,640012.7,382686.9,,640012.7,74.6,61.3,5.886379869,5.886379869,42.8,,857855.1,1043819.8,239775.2,,,,,,,,,497065.7,297213.7,,497065.7,66.4,51.7,1.563733656,1.563733656,40.2,,748191.2,961828.4,220941.0,,,,,,,,,1672.41851,,,-29178.8,,,,,9506.1
2004,,96706.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512087.0,1421001.3,,2512087.0,51.2,39.9,5.030873945,5.030873945,54.6,,4902316.8,6290634.9,1445017.7,,,,,,,,,,,,,,,,,,,,1581694.2,894710.1,,1581694.2,53.0,39.9,4.967167869,4.967167869,59.9,,2984243.4,3967789.8,911438.5,,,,,,,,,217265.7,122899.7,,217265.7,54.5,37.6,3.990392417,3.990392417,51.4,,398744.2,577882.3,132745.0,,,,,,,,,,639871.3,361953.2,,639871.3,46.4,35.7,14.683301064,14.683301064,47.4,,1379041.6,1791451.0,411513.1,,,,,,,,,,,,,,,,,,,,,,,,,771325.6,436312.4,,771325.6,79.2,65.1,13.528320493,13.528320493,48.6,,973908.5,1185031.1,272212.7,,,,,,,,,674618.7,381608.6,,674618.7,71.2,55.4,26.653292128,26.653292128,50.9,,947608.7,1218187.3,279829.0,,,,,,,,,1767.82876,,,-23451.1,,,,,-13332.1
2005,,100078.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3035611.1,1548675.9,,3035611.1,58.6,45.7,5.692571304,5.692571304,57.7,,5181384.7,6648733.7,1527276.4,,,,,,,,,,,,,,,,,,,,1842448.4,939960.8,,1842448.4,59.4,44.7,3.953365621,3.953365621,62.3,,3102221.4,4124651.1,947471.0,,,,,,,,,255844.6,130524.1,,255844.6,60.2,41.5,6.635321105,6.635321105,54.8,,425202.2,616226.7,141553.0,,,,,,,,,,814275.6,415418.5,,814275.6,53.2,41.0,10.887129726,10.887129726,52.5,,1529179.6,1986488.6,456315.0,,,,,,,,,,,,,,,,,,,,,,,,,985611.0,502828.6,,985611.0,86.8,71.3,16.601312125,16.601312125,56.7,,1135590.1,1381761.8,317403.6,,,,,,,,,885532.8,451771.8,,885532.8,79.3,61.7,17.768957763,17.768957763,59.9,,1115988.9,1434646.5,329551.7,,,,,,,,,1960.13319,,,22964.3,,,,,-25748.0
2006,,167971.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3653762.3,1683312.0,,3653762.3,66.8,52.1,5.500951785,5.500951785,60.9,,5466410.2,7014477.4,1611291.1,,,,,,,,,,,,,,,,,,,,2159284.2,994796.3,,2159284.2,67.5,50.7,3.173293558,3.173293558,64.3,,3200664.0,4255538.4,977537.0,,,,,,,,,327600.0,150927.5,,327600.0,70.3,48.5,9.610430706,9.610430706,60.1,,466066.0,675448.7,155156.9,,,,,,,,,,1000423.5,460901.6,,1000423.5,63.8,49.1,2.596870906,2.596870906,53.9,,1568890.4,2038075.1,468164.9,,,,,,,,,,,,,,,,,,,,,,,,,1080712.5,497891.3,,1080712.5,87.0,71.5,9.405530076,9.405530076,62.0,,1242398.4,1511723.9,347257.1,,,,,,,,,912741.0,420505.7,,912741.0,75.3,58.6,8.582669522,8.582669522,65.0,,1211770.6,1557777.4,357836.1,,,,,,,,,2170.5793,,,-1517.0,,,,,91468.8
