1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44513,,,,,,
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95309,,,,,,
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4017,,,,,,
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14985.4,1704016.6,,14985.4,37.733554323,,,,,32968.9,39713.8,2064661.0,,,,,,,,,,11052.9,,23479.5,9533.2,1084035.9,,9533.2,,,,,,19800.6,24933.0,1296229.9,1533.2,174348.3,,1533.2,,,,,,3664.4,4616.2,239987.9,,,,,3807.5,432961.7,,3807.5,,,,,,7770.1,8823.6,458728.8,,,,,,,,,,,,,1614.6,183594.4,,1614.6,,,,,,3272.1,3747.5,194829.0,1831.6,208275.2,,1831.6,,,,,,3758.7,4546.0,236341.0,8.79417,328.5,,,,,2139.4
1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17163.1,1827247.4,,17163.1,40.778895837,5.97895,5.97895,,,34940.1,42088.2,2188105.9,,,,,,,,,,13065.0,,25218.3,10989.2,1169946.3,,10989.2,,4.88438,4.88438,,,20767.7,26150.8,1359542.7,2080.2,221462.8,,2080.2,,22.31965,22.31965,,,4482.3,5646.5,293552.3,,,,,4255.4,453043.9,,4255.4,,6.34775,6.34775,,,8263.3,9383.8,487847.8,,,,,,,,,,,,,1864.2,198469.4,,1864.2,,11.82895,11.82895,,,3659.1,4190.8,217875.2,2170.4,231071.8,,2170.4,,30.63368,30.63368,,,4910.2,5938.6,308741.0,9.39288,144.6,,,,,2655.0
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19146.0,2005537.4,,19146.0,42.547536859,6.91594,6.91594,,,37356.5,44999.0,2339434.1,,,,,,,,,,14773.5,,27096.3,12421.5,1301149.0,,12421.5,,7.3787,7.3787,,,22300.1,28080.4,1459859.3,2356.8,246870.4,,2356.8,,7.79396,7.79396,,,4831.6,6086.6,316431.7,,5269.6,,9927.7,4857.1,508783.4,,4857.1,,10.36022,10.36022,,,9119.4,10355.9,538389.9,,,,,,,,,,,,,2195.6,229990.5,,2195.6,,17.32868,17.32868,,,4293.2,4917.0,255630.1,2470.5,258780.8,,2470.5,,-1.69077,-1.69077,,,4827.2,5838.2,303520.9,9.54656,-214.6,,,,,1397.3
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20982.8,2168696.0,,20982.8,44.118034891,5.69272,5.69272,,,39483.1,47560.7,2472611.5,,,,,,,,,,15813.0,,27872.7,13361.8,1381019.0,,13361.8,,3.39924,3.39924,,,23058.1,29034.9,1509483.4,2459.0,254154.1,,2459.0,,0.16839,0.16839,,,4839.8,6096.8,316964.5,,5735.3,,10423.0,5255.1,543144.7,,5255.1,,4.12411,4.12411,,,9495.5,10783.0,560593.7,,,,,,,,,,,,,2678.6,276851.8,,2678.6,,20.20404,20.20404,,,5160.6,5910.5,307277.7,2972.9,307265.9,,2972.9,,13.69136,13.69136,,,5488.1,6637.6,345077.0,9.67533,201.2,,,,,2373.0
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22561.8,2310144.3,,22561.8,45.663969948,3.88491,3.88491,,,41017.0,49408.4,2568670.2,,,,,,,,,,17235.4,,29481.0,14484.4,1483084.4,,14484.4,,5.27073,5.27073,,,24273.5,30565.3,1589044.3,2756.3,282217.7,,2756.3,,8.37428,8.37428,,,5245.1,6607.4,343508.0,,6011.4,,10317.8,5730.5,586758.3,,5730.5,,2.85089,2.85089,,,9766.2,11090.4,576575.6,,,,,,,,,,,,,2912.1,298176.9,,2912.1,,7.78999,7.78999,,,5562.6,6370.9,331214.6,3113.9,318833.4,,3113.9,,1.55465,1.55465,,,5573.4,6740.7,350441.7,9.76641,-207.6,,,,,1515.1
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24321.8,2438557.2,,24321.8,47.080101913,4.55821,4.55821,,,42886.6,51660.5,2685755.5,,,,,,,,,,18238.9,,30207.7,15468.9,1550944.3,,15468.9,,3.53583,3.53583,,,25131.7,31646.0,1645230.2,2781.5,278876.2,,2781.5,,-2.96064,-2.96064,,,5089.8,6411.8,333338.0,,6710.0,,11341.4,6308.8,632535.5,,6308.8,,8.28071,8.28071,,,10574.9,12008.8,624320.1,,,,,,,,,,,,,3414.1,342309.7,,3414.1,,16.02989,16.02989,,,6454.3,7392.2,384307.9,3530.8,354003.8,,3530.8,,5.83905,5.83905,,,5898.8,7134.3,370904.2,9.97386,-120.7,,,,,1336.1
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26982.5,2655989.6,,26982.5,48.881231523,6.8518,6.8518,,,45825.2,55200.2,2869778.2,,,,,,,,,,19954.6,,31991.6,16888.1,1662357.2,,16888.1,,5.79722,5.79722,,,26588.7,33480.6,1740607.8,3077.5,302934.3,,3077.5,,6.48996,6.48996,,,5420.1,6827.9,354971.5,,7816.2,,12696.5,7201.1,708829.0,,7201.1,,10.56787,10.56787,,,11692.5,13277.9,690297.5,,,,,,,,,,,,,3914.1,385282.2,,3914.1,,8.68167,8.68167,,,7014.6,8033.9,417672.3,4235.0,416862.6,,4235.0,,16.7533,16.7533,,,6887.1,8329.6,433042.9,10.15913,136.6,,,,,1909.5
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30651.9,2930391.9,,30651.9,51.464406676,7.89701,7.89701,,,49444.0,59559.4,3096404.7,,,,,,,,,,21379.9,,33200.3,18303.0,1749811.4,,18303.0,,5.21816,5.21816,,,27976.1,35227.7,1831435.4,3097.4,296121.0,,3097.4,,-3.95527,-3.95527,,,5205.7,6557.8,340931.4,,10325.3,,15490.7,9215.2,880995.2,,9215.2,,18.37708,18.37708,,,13841.2,15718.0,817154.0,,,,,,,,,,,,,5220.7,499115.9,,5220.7,,24.57187,24.57187,,,8738.2,10008.0,520302.1,5727.8,547593.8,,5727.8,,19.3129,19.3129,,,8217.2,9938.3,516676.0,10.45999,543.3,,,,,1986.2
2005,-908.0,-908.0,-1154.5,-1154.5,32050.6,32050.6,49478.2,49478.2,6203.6,6203.6,11690.8,11690.8,8063.8,8063.8,11506.5,11506.5,6002.8,6002.8,8378.1,8378.1,2871.9,2871.9,4625.7,4625.7,5791.4,5791.4,8263.7,8263.7,14963.2,14963.2,22545.9,22545.9,5285.8,5285.8,7678.8,7678.8,3885.9,3885.9,6603.4,6603.4,34958.2,34958.2,53998.2,53998.2,34958.2,3263424.4,34958.2,34958.2,53.744412655,9.21089,9.21089,,53998.2,53998.2,65045.3,3381611.2,,,,,-72.3,-72.3,62.8,62.8,23900.3,23900.3,35635.3,35635.3,20282.3,1893394.9,20282.3,20282.3,,6.54392,6.54392,,29806.8,29806.8,37532.9,1951283.2,3633.5,339196.1,3633.5,3633.5,,11.98528,11.98528,,5829.7,5829.7,7343.8,381792.9,13182.3,13182.3,18595.4,18595.4,11602.7,1083136.6,11602.7,11602.7,,17.93019,17.93019,,16323.0,16323.0,18536.2,963671.2,1233.1,1233.1,1799.6,1799.6,1574.3,1574.3,2263.9,2263.9,434.1,434.1,615.0,615.0,6802.4,635018.8,6802.4,6802.4,,22.29853,22.29853,,10686.7,10686.7,12239.7,636321.9,7710.4,719786.1,7710.4,7710.4,,38.38993,38.38993,,11371.7,11371.7,13753.6,715027.6,10.71213,347.8,-885.4,-885.4,924.1,924.1,3146.3
2006,-1255.2,-1255.2,-1553.5,-1553.5,37189.2,37189.2,54224.8,54224.8,7042.2,7042.2,12182.6,12182.6,9450.8,9450.8,12814.7,12814.7,7149.4,7149.4,9439.4,9439.4,3438.1,3438.1,5148.8,5148.8,6803.9,6803.9,9229.9,9229.9,17348.0,17348.0,24891.2,24891.2,6229.7,6229.7,8759.6,8759.6,4314.4,4314.4,6901.7,6901.7,40486.4,40486.4,59070.1,59070.1,40486.4,3594168.0,40486.4,40486.4,56.899064123,9.39265,9.39265,,59070.1,59070.1,71154.8,3699234.0,,,,,-54.2,-54.2,65.2,65.2,27119.2,27119.2,38328.4,38328.4,23190.6,2058739.9,23190.6,23190.6,,8.43646,8.43646,,32321.5,32321.5,40699.4,2115902.4,3956.4,351225.0,3956.4,3956.4,,2.92098,2.92098,,5999.9,5999.9,7558.3,392945.0,15942.4,15942.4,21415.1,21415.1,13875.4,1231787.1,13875.4,13875.4,,13.93984,13.93984,,18598.4,18598.4,21120.1,1098005.5,1694.2,1694.2,2335.1,2335.1,2066.2,2066.2,2818.6,2818.6,506.9,506.9,688.8,688.8,8730.8,775075.0,8730.8,8730.8,,23.46402,23.46402,,13194.3,13194.3,15111.6,785628.6,9986.0,886500.6,9986.0,9986.0,,24.925,24.925,,14206.1,14206.1,17181.6,893248.2,11.26447,719.1,-975.1,-975.1,827.0,827.0,3847.0
2007,-1422.3,-1422.3,-1665.7,-1665.7,43219.0,43219.0,59461.5,59461.5,8241.7,8241.7,12947.8,12947.8,11001.8,11001.8,14223.8,14223.8,8424.6,8424.6,10602.7,10602.7,4164.7,4164.7,5745.8,5745.8,7858.4,7858.4,10254.7,10254.7,20001.6,20001.6,27335.9,27335.9,7357.2,7357.2,9882.1,9882.1,4786.0,4786.0,7199.1,7199.1,47141.9,47141.9,65023.0,65023.0,47141.9,4019009.2,47141.9,47141.9,60.187090736,10.07771,10.07771,,65023.0,65023.0,78325.5,4072032.1,,,,,-148.5,-148.5,154.1,154.1,30910.1,30910.1,41451.0,41451.0,26608.2,2268445.4,26608.2,26608.2,,8.92347,8.92347,,35205.7,35205.7,44331.2,2304714.3,4343.7,370316.6,4343.7,4343.7,,3.83105,3.83105,,6229.8,6229.8,7847.9,407998.9,19831.8,19831.8,25362.3,25362.3,17134.1,1460738.8,17134.1,17134.1,,17.48643,17.48643,,21850.6,21850.6,24813.3,1290007.5,2352.1,2352.1,3096.1,3096.1,2701.3,2701.3,3524.3,3524.3,549.0,549.0,717.9,717.9,9904.6,844400.6,9904.6,9904.6,,7.02156,7.02156,,14120.7,14120.7,16172.6,840791.9,11326.9,965660.3,11326.9,11326.9,,7.04992,7.04992,,15207.6,15207.6,18392.9,956221.5,11.72972,478.2,-1873.9,-1873.9,-272.2,-272.2,3553.5
2008,-3046.2,-3046.2,-3674.0,-3674.0,50892.8,50892.8,64277.5,64277.5,9203.5,9203.5,13014.6,13014.6,12767.8,12767.8,15245.1,15245.1,9792.2,9792.2,11450.5,11450.5,4912.1,4912.1,6088.4,6088.4,9277.3,9277.3,11301.7,11301.7,24178.5,24178.5,30430.6,30430.6,8990.4,8990.4,10989.5,10989.5,5910.8,5910.8,8139.5,8139.5,54561.9,54561.9,69045.9,69045.9,54561.9,4341636.1,54561.9,54561.9,65.601671641,6.18689,6.18689,,69045.9,69045.9,83171.5,4323964.4,,,,,90.0,90.0,70.4,70.4,36095.1,36095.1,45533.1,45533.1,30576.2,2433031.3,30576.2,30576.2,,8.44164,8.44164,,38177.6,38177.6,48073.5,2499270.1,5539.1,440759.5,5539.1,5539.1,,18.04705,18.04705,,7354.1,7354.1,9264.2,481630.7,22431.8,22431.8,26791.2,26791.2,20055.8,1595896.8,20055.8,20055.8,,9.40684,9.40684,,23906.0,23906.0,27147.4,1411356.4,1720.5,1720.5,2101.1,2101.1,2355.4,2355.4,2850.2,2850.2,752.8,752.8,908.0,908.0,13203.8,1050661.1,13203.8,13203.8,,18.00846,18.00846,,16663.6,16663.6,19085.1,992205.6,16250.0,1293054.8,16250.0,16250.0,,32.57673,32.57673,,20161.8,20161.8,24384.7,1267727.2,12.56712,1437.0,-283.5,-283.5,1005.2,1005.2,3986.0
2009,-2845.7,-2845.7,-3305.5,-3305.5,56656.3,56656.3,68484.5,68484.5,10378.7,10378.7,13082.3,13082.3,13621.8,13621.8,15910.3,15910.3,10327.8,10327.8,11941.0,11941.0,5353.9,5353.9,6446.3,6446.3,9939.3,9939.3,12021.5,12021.5,27460.4,27460.4,33376.9,33376.9,10268.1,10268.1,12253.4,12253.4,7253.0,7253.0,9101.9,9101.9,59895.4,59895.4,72524.2,72524.2,59895.4,4481098.1,59895.4,59895.4,68.560436423,5.0377,5.0377,,72524.2,72524.2,87361.4,4541792.7,,,,,-143.0,-143.0,149.2,149.2,41244.4,41244.4,48853.7,48853.7,34560.8,2585682.4,34560.8,34560.8,,6.93142,6.93142,,40823.9,40823.9,51405.6,2672504.9,6684.9,500132.2,6684.9,6684.9,,9.2277,9.2277,,8032.7,8032.7,10119.0,526074.1,23785.5,23785.5,27210.7,27210.7,20863.4,1560907.0,20863.4,20863.4,,-0.72036,-0.72036,,23733.8,23733.8,26951.9,1401189.6,1959.8,1959.8,2353.7,2353.7,2915.0,2915.0,3473.4,3473.4,1072.0,1072.0,1274.8,1274.8,12582.1,941332.2,12582.1,12582.1,,-7.74631,-7.74631,,15372.8,15372.8,17606.7,915346.2,15427.8,1154236.2,15427.8,15427.8,,-8.28624,-8.28624,,18491.1,18491.1,22364.2,1162680.2,13.36622,632.0,-1327.9,-1327.9,698.4,698.4,3642.3
2010,-3855.1,-3855.1,-4334.9,-4334.9,67930.5,67930.5,74883.5,74883.5,12750.0,12750.0,14012.3,14012.3,16305.9,16305.9,17663.4,17663.4,12274.2,12274.2,13393.0,13393.0,6156.5,6156.5,6838.6,6838.6,12088.2,12088.2,13609.4,13609.4,32851.1,32851.1,36451.5,36451.5,12335.9,12335.9,13395.8,13395.8,8427.0,8427.0,9446.3,9446.3,72938.2,72938.2,80499.9,80499.9,72938.2,4996550.6,72938.2,72938.2,75.218245643,10.99734,10.99734,,80499.9,80499.9,96968.8,5041269.2,,,,,89.1,89.1,125.0,125.0,48325.0,48325.0,52563.5,52563.5,40487.1,2773522.8,40487.1,40487.1,,7.52636,7.52636,,43896.4,43896.4,55274.6,2873647.4,7839.1,537005.9,7839.1,7839.1,,7.94662,7.94662,,8671.0,8671.0,10923.2,567879.3,29858.1,29858.1,32421.6,32421.6,25359.2,1737201.4,25359.2,25359.2,,15.20023,15.20023,,27341.4,27341.4,31048.6,1614173.7,3112.2,3112.2,3566.2,3566.2,4520.3,4520.3,5130.9,5130.9,1601.8,1601.8,1810.5,1810.5,15827.7,1084258.0,15827.7,15827.7,,13.82694,13.82694,,17498.4,17498.4,20041.2,1041910.6,19682.8,1348348.7,19682.8,19682.8,,17.84068,17.84068,,21790.1,21790.1,26354.1,1370110.3,14.59772,3108.0,-4.2,-4.2,1316.5,1316.5,6035.3
2011,-4701.8,-4701.8,-4800.8,-4800.8,78810.4,78810.4,80321.3,80321.3,14713.9,14713.9,14882.3,14882.3,18109.2,18109.2,18371.2,18371.2,13717.9,13717.9,13932.0,13932.0,7465.4,7465.4,7604.6,7604.6,13677.6,13677.6,14129.6,14129.6,38529.0,38529.0,39417.4,39417.4,14903.6,14903.6,15121.1,15121.1,9947.8,9947.8,10166.7,10166.7,84870.9,84870.9,86542.1,86542.1,85651.7,5508304.9,85651.7,85651.7,81.883388309,7.87178,7.87178,,86836.7,86836.7,104602.0,5438106.6,,,,,124.0,124.0,195.3,195.3,57147.1,57147.1,57529.2,57529.2,48113.1,3094179.8,48113.1,48113.1,,10.06777,10.06777,,48315.8,48315.8,60839.5,3162959.6,9048.9,581940.4,9048.9,9048.9,,6.20518,6.20518,,9209.1,9209.1,11601.0,603117.2,34783.1,34783.1,35027.3,35027.3,30018.2,1930487.7,30018.2,30018.2,,11.47462,11.47462,,30478.8,30478.8,34611.3,1799394.0,2532.9,2532.9,2673.3,2673.3,4772.4,4772.4,4548.2,4548.2,2315.6,2315.6,2001.6,2001.6,20656.8,1328448.5,20656.8,20656.8,,20.84945,20.84945,,21146.7,21146.7,24219.6,1259143.3,25347.7,1630126.7,25448.5,25347.7,,18.59774,18.59774,,25765.4,25842.5,31255.3,1624919.9,15.54955,3162.4,2047.5,2047.5,2213.9,2213.9,4585.9
