country,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA
1996-Q1,-2466.9,-1082.7,-1051.5,-2001.6,164362.9,148626.4,152563.7,10053.7,9316.4,8434.1,29501.7,22989.1,25483.1,23306.1,22989.1,25483.1,11971.9,10525.1,11041.1,16772.1,17763.3,19288.1,112835.6,100853.3,104252.3,4017.4,3740.8,3801.0,16073.8,15329.1,16575.7,21647.2,15372.8,15362.3,27237.2,22400.3,22992.1,27087.9,26246.9,26103.3,189323.3,170920.0,175699.0,801343.5,1326564.1,189323.3,200335.9,22.7,,,170920.0,175699.0,58.9,3533270.8,1776571.7,189734.1,,,,,,24960.4,22293.6,,,,161351.1,168899.3,143516.3,146866.2,521156.7,862735.8,125685.0,130289.2,24.8,,,108013.0,110243.6,54.9,2105369.3,1058605.4,,160717.2,266055.3,35666.1,40179.3,20.3,,,35503.2,36622.6,66.9,793224.5,398842.9,30439.1,35129.9,146350.0,242271.5,35403.2,36587.5,22.8,,,33266.7,34584.2,60.0,641181.6,322393.9,-4964.1,-1457.6,,54760.6,90652.0,12305.9,13690.1,20.4,,,12645.2,13272.9,34.8,269025.4,135269.2,59091.2,97821.1,14772.8,14772.8,18.6,,,13696.7,15274.5,37.8,318430.1,160110.5,0.60407,-22549.7,0.0,-4179.8,42900.2,
1996-Q2,-2894.2,-3160.0,-2484.1,-3909.2,178232.5,152915.4,153572.2,10702.7,9332.4,8542.8,32252.5,24655.2,24176.9,26780.3,24655.2,24176.9,13586.8,10872.6,10936.0,19121.2,19343.8,19361.3,121690.4,103181.1,104945.7,5864.2,3843.0,3887.4,15276.8,14880.0,16609.7,23733.9,15479.6,15460.0,28919.6,22772.6,23083.2,28774.6,26862.1,26611.2,204610.7,176708.7,177270.1,830704.4,1341317.1,204610.7,207676.1,23.3,0.894191566,,176708.7,177270.1,59.5,3564865.0,1792457.6,205463.4,,,,,,26378.2,23793.4,,,,171533.6,175761.0,149123.8,150694.3,540605.7,872902.1,132510.9,135151.4,24.9,2.937330356,,112161.3,113481.9,56.5,2167211.0,1089700.1,,165987.3,268015.5,39022.7,41496.8,20.6,1.610619551,,36962.6,37212.4,68.0,806000.3,405266.8,35971.3,37022.8,155661.9,251343.3,39326.1,38915.5,23.7,2.485391178,,36227.6,35443.8,61.4,657117.4,330406.7,-3354.7,-1892.7,,57242.0,92427.3,14576.3,14310.5,22.1,-3.843638101,,13904.3,12762.7,33.4,258685.0,130070.0,69881.9,112836.5,17470.5,17470.5,20.1,9.149075955,,16388.5,16672.0,41.2,347563.5,174759.1,0.61932,-18910.6,0.0,-2835.0,23414.8,
1996-Q3,-5367.1,-6351.7,-4923.4,-5217.3,194163.8,164107.1,159426.1,11096.0,9561.6,9005.7,34243.4,29570.7,27866.6,28771.9,29570.7,27866.6,14767.3,11555.1,11023.2,23617.1,21065.1,19931.0,134057.0,108484.1,106355.5,5333.0,3985.8,4047.0,19180.4,17653.1,16609.5,25828.4,15500.3,15600.0,31498.3,23450.1,23155.0,28599.7,26829.6,26752.6,221513.2,189844.3,184212.6,872338.7,1398225.4,221513.2,218084.7,23.5,3.916354095,,189844.3,184212.6,61.8,3704477.8,1862656.6,222363.1,,,,,,27349.4,25737.2,,,,184468.8,185882.5,156554.8,155086.4,567344.7,909366.6,142658.3,141836.2,25.5,2.73097966,,117771.3,116581.0,58.1,2226397.1,1119459.6,,171226.4,274449.8,41810.5,42806.6,20.5,3.474383995,,38783.5,38505.3,70.3,834003.8,419347.3,42411.6,37416.6,162763.9,260885.5,41417.6,40691.0,23.9,3.452617226,,37688.1,36667.5,63.6,679805.2,341814.3,994.0,-3274.3,,58303.5,93451.5,15560.5,14575.9,22.7,-0.65094604,,14175.1,12679.6,33.2,257001.1,129223.3,83710.3,134174.8,20927.6,20927.6,22.4,7.347420074,,19098.5,17896.9,44.3,373100.4,187599.4,0.62389,-3589.4,0.0,2377.0,80371.0,
1996-Q4,-7864.4,-7998.2,-9101.1,-6565.4,210538.4,157224.3,155610.5,8906.2,8216.4,11103.5,39527.7,25534.6,25221.0,32835.3,25534.6,25221.0,15103.8,11054.1,11007.5,24347.2,20482.0,19924.6,147000.8,107248.0,104203.7,6510.1,4146.7,3949.0,18763.8,17097.3,15166.3,27030.6,15285.7,15218.2,34128.4,23869.6,23024.6,36220.7,26366.7,26599.1,239316.3,184112.9,182321.9,914667.7,1385291.7,239316.3,228666.9,24.9,-1.026346399,,184112.9,182321.9,61.2,3666457.0,1843539.3,240296.8,,,,,,28777.9,26888.6,,,,208411.1,195221.9,160176.0,155445.7,598660.0,906688.5,156087.5,149665.0,25.5,5.274911034,,126373.4,122730.6,61.1,2343837.5,1178510.1,,177360.5,268617.8,52323.6,44340.1,25.0,-15.037452247,,33802.6,32715.1,59.8,708590.9,356288.1,38769.6,38022.2,172558.3,261344.7,43186.7,43139.6,24.4,4.229630979,,37749.3,38218.4,66.3,708558.4,356271.8,-4417.1,-5117.4,,59803.5,90574.1,15084.7,14950.9,22.2,4.761733344,,12205.4,13283.4,34.8,269238.8,135376.6,91796.4,139028.4,22949.1,22949.1,22.2,10.906356587,,21306.5,19848.8,49.1,413792.1,208059.7,0.66027,-1918.1,0.0,4637.8,50023.4,
1997-Q1,-6171.2,-4642.9,-4885.6,-5878.3,192124.6,152447.8,158328.8,12337.9,9966.1,9020.2,34629.5,23619.1,26111.3,28430.0,23619.1,26111.3,14442.6,10859.4,11390.7,19514.1,18395.9,20159.3,130714.5,102784.0,106237.1,5149.1,3915.5,4021.3,16766.4,15588.3,16835.2,27560.6,15582.3,15567.1,32316.0,22594.8,23474.3,29408.4,26433.3,26577.3,219117.0,176732.3,184113.7,924219.0,1409418.5,219117.0,231054.8,25.0,0.982760315,4.789292018,176732.3,184113.7,61.8,3702489.5,1861656.9,219348.5,,,,,,26992.5,24295.4,,,,189947.0,198113.4,152480.9,157305.9,606328.1,924640.1,147807.9,151582.0,26.4,-2.019567018,9.078351995,116539.9,120252.0,59.9,2296502.2,1154709.3,,179956.4,274430.4,42139.0,44989.1,22.4,13.262367838,1.177772226,35941.0,37053.9,67.7,802566.8,403540.4,35341.3,40456.6,175798.7,268090.0,42696.6,43949.7,24.4,1.537852317,12.207689224,37012.8,38806.2,67.3,719455.0,361750.8,-7355.3,-3493.0,,58761.2,89609.9,13162.0,14690.3,20.8,4.901270854,4.984500033,12583.7,13934.5,36.5,282435.0,142011.7,77333.0,117931.5,19333.2,19333.2,18.7,-0.181690241,29.711453139,17469.3,19812.8,49.0,413040.3,207681.7,0.65574,-19292.3,0.0,-1330.1,14570.8,
1997-Q2,-5168.3,-5420.5,-4395.1,-5824.2,204289.1,158774.9,159404.9,11625.1,9743.8,8877.9,39785.4,26918.2,26433.9,33389.1,26918.2,26433.9,15850.3,11614.2,11677.6,22433.0,20547.4,20500.4,137028.3,105502.2,107231.0,5998.1,4069.3,4116.1,15929.1,15051.7,16777.3,29218.1,15695.7,15682.1,32266.0,23288.4,23606.5,31184.0,26703.1,26469.7,232889.5,185109.5,185360.2,941783.3,1421755.5,232889.5,235445.8,25.3,0.677028777,4.563745487,185109.5,185360.2,62.2,3727556.4,1874260.8,233750.1,,,,,,28600.4,26437.8,,,,199931.2,204164.3,155551.7,157178.7,624370.4,942575.7,154446.5,156092.6,27.2,0.018068397,5.984933092,118881.7,120273.7,59.9,2296917.1,1154917.9,,185202.9,279590.0,45484.6,46300.7,23.2,-0.401837036,-0.826111572,36670.0,36905.0,67.4,799341.8,401918.8,38126.7,38517.7,181335.0,273751.0,46189.5,45333.8,25.2,0.155817238,9.657119765,40103.6,38866.6,67.4,720576.1,362314.4,-8062.7,-6816.0,,68598.3,103558.8,17401.8,17149.6,22.9,6.219698457,15.97175388,15897.8,14801.2,38.8,300001.6,150844.4,90280.5,136291.1,22570.1,22570.1,21.0,4.101150503,23.712559058,20292.9,20625.3,51.0,429979.7,216199.0,0.66241,-27442.8,0.0,-44.7,40699.5,
1997-Q3,-6642.6,-7768.6,-5477.2,-5570.8,216622.9,165600.2,160981.9,10871.3,9702.9,9170.3,39929.4,28202.2,26537.8,33163.2,28202.2,26537.8,17159.6,12589.1,12019.9,26172.7,21820.7,20708.9,148662.5,109863.1,107780.2,7054.2,4092.9,4150.8,20023.2,17839.5,16788.2,30131.3,15749.9,15846.1,34272.7,24074.9,23775.1,31008.4,26588.1,26511.6,246178.5,193244.9,187662.6,969844.5,1445066.0,246178.5,242461.1,25.7,1.242090664,1.872821588,193244.9,187662.6,62.9,3773856.0,1897540.9,247232.4,,,,,,29555.6,27768.1,,,,203427.8,204628.5,156762.1,155361.1,626334.7,933237.2,157597.8,156583.7,27.6,-1.030144246,2.10467743,120195.4,119034.7,59.3,2273255.5,1143020.6,,188277.0,280532.3,45829.9,47069.3,23.9,-1.567932958,-5.658864951,36566.7,36326.4,66.4,786808.7,395617.0,49393.4,44260.9,184969.9,275604.8,47287.1,46242.5,25.0,2.544435322,8.69447025,40895.8,39855.6,69.1,738910.6,371533.3,2106.2,-1981.6,,69610.4,103719.3,18528.6,17402.6,22.6,2.567437873,19.728625357,16655.4,15181.2,39.8,307703.9,154717.3,100684.8,150020.2,25171.2,25171.2,23.3,0.61387657,15.952485291,22132.6,20751.9,51.3,432619.2,217526.2,0.67114,1337.3,0.0,2315.9,99796.5,
1997-Q4,-6856.9,-7007.1,-7257.9,-4972.8,223706.1,164180.4,162473.3,9771.5,7310.2,9942.1,36084.7,26572.2,26215.2,28966.7,26572.2,26215.2,17234.9,12291.2,12238.9,26692.1,21422.1,20843.2,160615.1,112254.9,109135.4,7681.8,4462.1,4257.1,21134.8,18642.3,16733.9,31601.6,16155.2,16087.4,35384.4,25139.4,24242.1,38120.4,26536.0,26765.0,253904.1,190996.0,189117.4,972510.0,1463273.2,253904.1,243127.5,25.6,0.775265903,3.727207295,190996.0,189117.4,63.4,3803113.5,1912251.8,255133.3,,,,,,30198.0,26885.8,,,,214493.5,200893.1,160466.8,155802.2,630190.5,948207.1,161953.6,157547.6,27.7,0.148843671,-2.867024274,122784.7,119211.9,59.4,2276639.1,1144721.9,,190537.5,286689.5,52539.8,47634.4,24.0,0.726652672,11.845360033,37682.1,36590.3,66.8,792526.0,398491.8,46267.6,45893.7,186164.6,280110.0,45893.8,46541.2,25.4,-0.68948611,3.564635086,39120.2,39580.8,68.6,733816.0,368971.6,373.7,-647.5,,68992.4,103808.4,17398.2,17248.1,23.4,-4.273028028,9.403103577,13625.5,14532.5,38.1,294555.6,148106.2,97020.6,145980.7,24255.2,24255.2,23.9,-6.007554731,-1.730992137,20883.4,19505.2,48.3,406629.4,204458.2,0.66461,-6354.4,0.0,-941.1,112206.1,
1998-Q1,-5615.5,-3811.2,-4946.6,-5978.7,206441.3,153828.7,159729.7,11868.8,9825.1,8866.1,35724.5,22615.6,25106.6,28092.0,22615.6,25106.6,16730.4,11530.1,12082.1,20362.2,18605.3,20261.7,142117.5,104221.2,107628.2,8064.7,4091.3,4200.7,18101.5,15263.9,16499.2,30035.7,16041.4,16021.3,34227.5,22824.2,23721.3,31326.0,26836.5,27004.6,235700.7,178513.0,185463.3,989699.3,1433031.2,235700.7,247424.8,26.5,-1.932210973,0.733014722,178513.0,185463.3,62.2,3729629.3,1875303.1,236066.7,,,,,,29259.4,24669.7,,,,204096.9,212179.4,152335.6,157087.6,642109.4,929739.9,157102.9,160527.4,28.1,0.347940286,-0.519994133,115955.5,119626.6,59.6,2284560.5,1148704.9,,196270.1,284188.5,46994.0,49067.5,24.2,2.379480116,1.098626421,36380.0,37461.0,68.4,811384.0,407973.8,37219.3,42376.3,187906.8,272079.0,45594.8,46976.7,25.6,0.060775968,2.058075025,38304.2,39604.8,68.7,734261.9,369195.9,-8375.5,-4600.5,,71612.8,103691.4,16098.9,17903.2,23.1,5.375324926,9.897501655,13895.0,15313.6,40.1,310389.0,156067.4,86857.4,125764.8,21714.3,21714.3,19.6,9.161913029,7.467587015,18841.6,21292.3,52.7,443884.4,223190.5,0.69063,-21342.5,0.0,-735.2,32918.3,
1998-Q2,-4091.1,-4451.2,-3174.1,-4385.9,221138.6,161855.1,162388.0,14201.7,11018.4,9968.4,40430.3,25971.8,25494.3,33171.1,25971.8,25494.3,17952.2,12173.1,12232.9,23657.6,20715.2,20730.9,148554.4,107468.9,109146.7,8271.6,4112.8,4157.7,17206.1,14820.7,16540.2,31041.8,16174.8,16172.3,35130.7,23778.5,24094.1,33246.6,27466.6,27212.1,251935.9,187904.0,188473.0,1014188.5,1460257.2,251935.9,253547.1,26.8,1.622806426,1.679318313,187904.0,188473.0,63.2,3790153.9,1905735.6,252914.2,,,,,,30797.3,26046.3,,,,208500.6,212507.5,155096.8,156651.2,641468.9,923605.1,159193.9,160367.2,28.2,-0.574492808,-1.109367563,117598.1,118939.4,59.2,2271435.8,1142105.7,,198684.9,286072.2,49306.7,49671.2,24.3,0.669529004,2.186132774,37498.7,37711.8,68.9,816816.5,410705.3,47526.4,46388.2,187447.0,269891.5,48379.3,46861.8,25.1,1.550000931,3.478738426,40965.7,40218.7,69.7,745643.0,374918.4,-852.9,-473.5,,73777.9,106227.6,18804.6,18444.5,23.1,2.833229862,6.393778303,16662.4,15747.5,41.3,319183.0,160489.1,91582.8,131863.5,22895.7,22895.7,21.8,-5.442578092,-2.384767913,19836.5,20133.4,49.8,419725.6,211043.2,0.69453,4392.5,0.0,1571.7,56801.2,
1998-Q3,-6580.4,-7813.4,-5037.7,-5231.2,228016.0,166900.0,162414.8,13142.7,10208.2,9710.1,40139.0,26836.1,25232.5,32581.9,26836.1,25232.5,17972.5,12591.6,12050.7,26149.6,21602.8,20594.4,156761.7,111837.7,109844.1,8382.8,4586.5,4644.3,21560.6,17610.8,16551.5,31412.8,16147.2,16238.8,36224.4,24463.5,24168.8,33031.6,27535.7,27454.4,258043.3,193932.1,188588.9,1018995.2,1469331.9,258043.3,254748.8,26.9,0.061477771,0.493606783,193932.1,188588.9,63.3,3792484.1,1906907.2,259148.2,,,,,,30027.3,27057.8,,,,213286.6,214439.9,158766.7,157547.6,648630.5,935287.5,163447.3,162157.6,28.5,0.202877846,0.12266752,120234.1,119180.7,59.3,2276044.1,1144422.7,,203154.9,292937.5,49839.3,50788.7,24.4,1.737173208,5.617291214,38532.6,38366.9,70.1,831006.0,417840.0,51337.1,47085.5,186373.2,268739.4,47636.0,46593.3,25.5,-1.930379902,-1.036847746,40401.4,39442.3,68.4,731249.3,367681.1,3701.0,492.2,,70211.0,101240.2,18785.8,17552.8,22.9,-4.130651998,-0.55418787,16632.9,15097.0,39.6,305998.7,153859.9,101464.7,146306.2,25366.2,25366.2,23.9,0.967320843,-2.041857512,21670.6,20328.2,50.3,423785.7,213084.6,0.69351,12090.3,0.0,2530.3,71971.8,
1998-Q4,-7544.8,-7755.9,-5927.4,-4096.5,226347.0,162423.6,160727.3,8398.9,6923.2,9499.4,35706.8,24789.7,24348.0,27992.2,24789.7,24348.0,17052.2,11815.2,11755.8,24825.9,20320.2,19729.1,165189.2,112994.6,109914.5,9210.4,5063.0,4842.0,22707.1,18430.3,16553.9,32438.4,16444.1,16369.9,35006.0,25075.6,24176.3,41001.4,27495.8,27723.7,256671.2,188256.1,186353.0,986521.2,1461655.3,256671.2,246630.3,26.3,-1.185586722,-1.461765409,188256.1,186353.0,62.5,3747520.9,1884299.2,257856.5,,,,,,30324.1,25778.8,,,,218224.0,204981.4,160349.3,155717.3,639515.2,947522.3,163186.8,159878.8,28.5,-1.300848068,-1.32664531,121169.4,117630.3,58.6,2246436.2,1129535.5,,206598.8,306102.1,55037.2,51649.7,25.0,-0.729618623,4.090312749,39179.9,38087.0,69.6,824942.8,414791.3,45991.9,46224.6,181710.6,269227.1,44249.3,45427.6,26.0,-4.608057121,-4.941712643,37203.5,37624.8,65.2,697552.9,350738.1,1742.6,796.9,,66279.5,98201.4,16781.0,16569.9,21.7,-0.116070047,3.764261297,14456.4,15079.5,39.5,305643.5,153681.3,97303.2,144167.0,24325.8,24325.8,24.3,-5.668178889,-1.68816284,20383.8,19176.0,47.4,399764.8,201006.6,0.67493,-10279.6,0.0,-3366.8,72710.3,
